,Program Name,Type of Program,Program City,Postal Code,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date,Program_Address,latitude,longitude
133,AL-SALAM PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3G1B5,20,2021/11/25,INSPECTION,,,,6415 RANCHVIEW DRIVE NW,51.11453,-114.18023
134,AL-SALAM PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3G1B5,20,2021/08/03,INITIAL LICENCE INSPECTION,,,,6415 RANCHVIEW DRIVE NW,51.11453,-114.18023
135,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/06/07,INSPECTION,,ORDER TO REMEDY,2021/06/15,1820 40 AVENUE SW,51.01824,-114.10392
136,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/03/31,CRITICAL INCIDENT REPORT,,PROBATIONARY LICENCE,2021/04/15,1820 40 AVENUE SW,51.01824,-114.10392
137,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/03/31,CRITICAL INCIDENT REPORT,,PROBATIONARY LICENCE,2021/06/15,1820 40 AVENUE SW,51.01824,-114.10392
138,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/03/31,CRITICAL INCIDENT REPORT,,PROBATIONARY LICENCE,2021/04/23,1820 40 AVENUE SW,51.01824,-114.10392
139,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/03/31,CRITICAL INCIDENT REPORT,,PROBATIONARY LICENCE,2021/04/09,1820 40 AVENUE SW,51.01824,-114.10392
140,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/03/31,CRITICAL INCIDENT REPORT,,PROBATIONARY LICENCE,2021/04/30,1820 40 AVENUE SW,51.01824,-114.10392
141,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2021/04/09,FOLLOW UP TO ENFORCEMENT ACTION,,,,1820 40 AVENUE SW,51.01824,-114.10392
142,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T5P3,55,2020/09/16,INSPECTION,,,,1820 40 AVENUE SW,51.01824,-114.10392
143,APPLE TREE PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y4S6,40,2021/01/20,INSPECTION,,,,2335 162 AVENUE SW,50.90651,-114.11211
144,ASPEN HILL MONTESSORI,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H2Y7,70,2021/06/28,INCIDENT REPORT,,ORDER TO REMEDY,2021/06/30,1180 40TH CHRISTIE PARK VIEW SW,51.06557,-114.2107
145,ASPEN HILL MONTESSORI,DAY CARE PROGRAM,CALGARY,T3H4C7,70,2020/07/09,INSPECTION,,,,742 85 STREET SW,51.06557,-114.2107
146,ASPEN HILL MONTESSORI,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H2Y7,70,2021/06/30,FOLLOW UP TO ENFORCEMENT ACTION,,,,1180 40TH CHRISTIE PARK VIEW SW,51.06557,-114.2107
147,BAMBI CHILD CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W2C8,61,2021/11/18,INSPECTION,,,,10503 OAKMOOR WAY SW,50.96098,-114.12451
148,BCS - CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3R1C5,66,2021/06/09,INSPECTION,,,,15001 69 STREET NW,51.18684,-114.1879
149,BEDDINGTON HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K2J5,126,2021/12/01,INSPECTION,,,,375 BERMUDA DRIVE NW,51.13217,-114.08556
150,BELFAST STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E4V4,60,2020/10/09,INSPECTION,,,,1229 17A STREET NE,51.06309,-114.01779
151,BEST CHOICE IN-SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3E1G2,45,2020/10/19,INSPECTION,,,,4331 41 AVENUE SW,51.01676,-114.14766
152,BIRDS AND BLOSSOMS DAYCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3R1X4,60,2021/11/08,INSPECTION,,,,80 SAGE HILL ROAD NW,51.17376,-114.14386
153,BIRDS AND BLOSSOMS DAYCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3R1X4,60,2021/07/07,INITIAL LICENCE INSPECTION,,,,80 SAGE HILL ROAD NW,51.17376,-114.14386
154,BLOSSOM HEIGHTS CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2021/02/25,INSPECTION,,,,6615 19 STREET SE,50.99534,-114.0137
155,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/16,INSPECTION,,ORDER TO REMEDY,2020/12/18,47 LEGACY VIEW SE,50.862,-114.00945
156,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2021/03/03,COMPLAINT INVESTIGATION,,ORDER TO REMEDY,2021/03/22,47 LEGACY VIEW SE,50.862,-114.00945
157,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2020/12/18,6615 19 STREET SE,50.99534,-114.0137
158,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/29,6615 19 STREET SE,50.99534,-114.0137
159,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/21,6615 19 STREET SE,50.99534,-114.0137
160,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/16,COMPLAINT INVESTIGATION,,,,47 LEGACY VIEW SE,50.862,-114.00945
161,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/18,FOLLOW UP TO ENFORCEMENT ACTION,,,,47 LEGACY VIEW SE,50.862,-114.00945
162,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/29,47 LEGACY VIEW SE,50.862,-114.00945
163,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/08,47 LEGACY VIEW SE,50.862,-114.00945
164,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/12/16,INSPECTION,,ORDER TO REMEDY,2020/12/22,47 LEGACY VIEW SE,50.862,-114.00945
165,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/11/10,INSPECTION,,,,6615 19 STREET SE,50.99534,-114.0137
166,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/18,FOLLOW UP TO ENFORCEMENT ACTION,,,,6615 19 STREET SE,50.99534,-114.0137
167,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2020/08/19,INSPECTION,,,,47 LEGACY VIEW SE,50.862,-114.00945
168,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2021/02/25,INSPECTION,,,,47 LEGACY VIEW SE,50.862,-114.00945
169,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X4A7,84,2021/03/22,FOLLOW UP TO ENFORCEMENT ACTION,,,,47 LEGACY VIEW SE,50.862,-114.00945
170,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2020/12/18,6615 19 STREET SE,50.99534,-114.0137
171,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/21,6615 19 STREET SE,50.99534,-114.0137
172,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/16,INSPECTION,,ORDER TO REMEDY,2021/01/29,6615 19 STREET SE,50.99534,-114.0137
173,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/11/10,INSPECTION,,,,6615 19 STREET SE,50.99534,-114.0137
174,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,CALGARY,T2C0P1,30,2020/12/18,FOLLOW UP TO ENFORCEMENT ACTION,,,,6615 19 STREET SE,50.99534,-114.0137
175,BONAVISTA MONTESSORI CHILDRENS CENTRE,DAY CARE PROGRAM,CALGARY,T2J3L5,39,2021/01/06,INSPECTION,,,,463 LAKE NEWELL CRESCENT SE,50.94967,-114.06571
176,BOW TRAIL DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3C3L5,49,2020/07/10,INSPECTION,,,,4524 WORCESTER DRIVE SW,51.04882,-114.15203
177,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2P3G6,94,2020/09/22,INSPECTION,,,,255 5 AVENUE SW,51.04837,-114.06701
178,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2P3G6,94,2021/04/06,CONSULTATION,,,,255 5 AVENUE SW,51.04837,-114.06701
179,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2P3G6,94,2021/06/16,COMPLAINT INVESTIGATION,,,,255 5 AVENUE SW,51.04837,-114.06701
180,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2P3G6,94,2021/08/18,INSPECTION,,,,255 5 AVENUE SW,51.04837,-114.06701
181,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2P3G6,94,2021/11/02,COMPLAINT INVESTIGATION,,,,255 5 AVENUE SW,51.04837,-114.06701
182,BOWMONT COMMUNITY PRE-SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3B1S6,34,2021/06/16,INSPECTION,,,,6452 35 AVENUE NW,51.08437,-114.18244
183,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W6G5,60,2020/07/08,INSPECTION,,,,11024 BRAESIDE DRIVE SW,50.95477,-114.10261
184,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W6G5,60,2021/03/19,INCIDENT REPORT,,,,11024 BRAESIDE DRIVE SW,50.95477,-114.10261
185,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W6G5,60,2021/06/10,INSPECTION,,,,11024 BRAESIDE DRIVE SW,50.95477,-114.10261
186,BRAINEER ACADEMY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L1V9,50,2020/07/29,INITIAL LICENCE INSPECTION,,,,3616 52 AVENUE NW,51.10111,-114.13947
187,BRAINEER ACADEMY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L1V9,50,2020/12/03,INSPECTION,,,,3616 52 AVENUE NW,51.10111,-114.13947
188,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L2J9,84,2020/11/05,RENEWAL LICENCE INSPECTION,,,,3830 BRENTWOOD ROAD NW,51.08666,-114.12956
189,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L2J9,84,2021/09/07,INCIDENT REPORT,,,,3830 BRENTWOOD ROAD NW,51.08666,-114.12956
190,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L2J9,84,2021/11/15,INSPECTION,,,,3830 BRENTWOOD ROAD NW,51.08666,-114.12956
191,BRIAR HILL CHILDREN'S PROGRAMS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2N2L8,94,2020/07/17,INSPECTION,,,,1233 21 STREET NW,51.06248,-114.11097
192,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E6A2,56,2020/09/28,INSPECTION,,,,2324 MAUNSELL DRIVE NE,51.05857,-114.00625
193,BRIDGELAND DAY CARE AND AFTER SCHOOL PROGRAM,DAY CARE PROGRAM,CALGARY,T2E2W6,69,2021/04/09,INSPECTION,,,,736 MCDOUGALL COURT NE,51.04995,-114.04632
194,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y3P8,50,2021/10/27,COMPLAINT INVESTIGATION,,ORDER TO REMEDY,2021/11/03,64 BRIDLEWOOD ROAD SW,50.90239,-114.10096
195,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y3P8,50,2021/11/03,INSPECTION,,,,64 BRIDLEWOOD ROAD SW,50.90239,-114.10096
196,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y3P8,50,2021/11/03,FOLLOW UP TO ENFORCEMENT ACTION,,,,64 BRIDLEWOOD ROAD SW,50.90239,-114.10096
197,BRIDLEWOOD OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y4S6,40,2021/11/03,INSPECTION,,,,2335 162 AVENUE SW,50.90651,-114.11211
198,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K4L2,62,2021/06/17,COMPLAINT INVESTIGATION,,ORDER TO REMEDY,2021/06/30,66 SANDARAC DRIVE NW,51.13363,-114.09943
199,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K4L2,62,2020/11/18,INSPECTION,,,,66 SANDARAC DRIVE NW,51.13363,-114.09943
200,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K4L2,62,2021/06/30,FOLLOW UP TO ENFORCEMENT ACTION,,,,66 SANDARAC DRIVE NW,51.13363,-114.09943
201,BRIGHT FUTURES DAYCARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,27,2020/08/31,RENEWAL LICENCE INSPECTION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
202,BRIGHT FUTURES DAYCARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,27,2021/03/08,INSPECTION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
203,BRIGHT FUTURES OUT OF SCHOOL CARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,26,2020/10/19,INSPECTION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
204,BRIGHT FUTURES PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,26,2020/10/19,INSPECTION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
205,BRIGHT FUTURES PRESCHOOL & OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,26,2021/03/08,INSPECTION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
206,BRIGHT FUTURES PRESCHOOL & OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3N0E4,26,2021/07/13,VARIANCE REQUEST,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
207,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2Z0E7,24,2020/09/17,INSPECTION,,,,6 COPPERSTONE WAY SE,50.89532,-113.92204
208,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3M2B5,24,2020/09/17,INSPECTION,,,,29 MASTERS PARK SE,50.89532,-113.92204
209,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2Z0E7,24,2021/04/21,INSPECTION,,,,6 COPPERSTONE WAY SE,50.89532,-113.92204
210,BRIGHTPATH ACADIA,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J0A5,71,2020/07/08,INSPECTION,,,,236 ACADIA DRIVE  SE,50.97238,-114.0586
211,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,CALGARY,T3K1G5,88,2021/11/17,INCIDENT REPORT,,ORDER TO REMEDY,2021/12/06,3 BERMUDA ROAD NW,51.12897,-114.08015
212,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,CALGARY,T3K1G5,88,2021/10/14,INSPECTION,,,,3 BERMUDA ROAD NW,51.12897,-114.08015
213,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,CALGARY,T3K1G5,88,2021/12/06,FOLLOW UP TO ENFORCEMENT ACTION,,,,3 BERMUDA ROAD NW,51.12897,-114.08015
214,BRIGHTPATH BOWNESS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3B2L6,106,2021/05/03,INSPECTION,,,,3711 73 STREET NW,51.08603,-114.19367
215,BRIGHTPATH BOWNESS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3B2L6,106,2021/08/04,COMPLAINT INVESTIGATION,,,,3711 73 STREET NW,51.08603,-114.19367
216,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,113,2020/11/05,INCIDENT REPORT,,ORDER TO REMEDY,2020/11/16,116 DEERVIEW DRIVE  SE,50.93153,-114.0228
217,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,113,2020/11/16,FOLLOW UP TO ENFORCEMENT ACTION,,,,116 DEERVIEW DRIVE  SE,50.93153,-114.0228
218,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,113,2020/11/05,INCIDENT REPORT,,,,116 DEERVIEW DRIVE SE,50.93153,-114.0228
219,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,113,2020/11/16,FOLLOW UP TO ENFORCEMENT ACTION,,,,116 DEERVIEW DRIVE SE,50.93153,-114.0228
220,BRIGHTPATH FALCONRIDGE,DAY CARE PROGRAM,CALGARY,T3J1A4,99,2020/10/16,RENEWAL LICENCE INSPECTION,,,,80 FALSHIRE DRIVE NE,51.10545,-113.94666
221,BRIGHTPATH FALCONRIDGE,DAY CARE PROGRAM,CALGARY,T3J1A4,99,2021/04/20,COMPLAINT INVESTIGATION,,,,80 FALSHIRE DRIVE NE,51.10545,-113.94666
222,BRIGHTPATH HIGHLAND PARK,DAY CARE PROGRAM,CALGARY,T2K0X8,75,2020/12/10,INSPECTION,,,,4311 1A STREET NW,51.09105,-114.06598
223,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,CALGARY,T2A3V8,103,2021/07/08,INCIDENT REPORT,,ORDER TO REMEDY,2021/07/14,4603 MARBANK DRIVE NE,51.06337,-113.96838
224,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,CALGARY,T2A3V8,103,2021/07/14,FOLLOW UP TO ENFORCEMENT ACTION,,,,4603 MARBANK DRIVE NE,51.06337,-113.96838
225,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,CALGARY,T2A3V8,103,2021/10/27,COMPLAINT INVESTIGATION,,,,4603 MARBANK DRIVE NE,51.06337,-113.96838
226,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,CALGARY,T2A3V8,103,2020/09/18,INCIDENT REPORT,,,,4603 MARBANK DRIVE NE,51.06337,-113.96838
227,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,CALGARY,T2A3V8,103,2020/12/09,INSPECTION,,,,4603 MARBANK DRIVE NE,51.06337,-113.96838
228,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2021/12/16,INCIDENT REPORT,,ORDER TO REMEDY,2022/01/06,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
229,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2021/09/27,INCIDENT REPORT,,ORDER TO REMEDY,2021/10/04,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
230,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2020/07/09,INSPECTION,,,,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
231,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2020/11/26,COMPLAINT INVESTIGATION,,,,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
232,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2021/01/08,INCIDENT REPORT,,,,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
233,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,CALGARY,T2Z3S7,286,2021/10/04,FOLLOW UP TO ENFORCEMENT ACTION,,,,97 MCKENZIE TOWNE BOULEVARD SE,50.91796,-113.95937
234,BRIGHTPATH MIDNAPORE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X1E4,100,2020/07/08,INSPECTION,,,,155 MIDRIDGE PLACE SE,50.91976,-114.05863
235,BRIGHTPATH MILLRISE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y2P1,100,2021/08/13,COMPLAINT INVESTIGATION,,ORDER TO REMEDY,2021/08/20,3 MILLSIDE DRIVE SW,50.91987,-114.0807
236,BRIGHTPATH MILLRISE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Y2P1,100,2021/08/20,FOLLOW UP TO ENFORCEMENT ACTION,,,,3 MILLSIDE DRIVE SW,50.91987,-114.0807
237,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G2A7,72,2020/10/15,INCIDENT REPORT,,,,1829 RANCHLANDS BOULEVARD NW,51.12341,-114.19707
238,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G2A7,72,2021/07/14,INSPECTION,,,,1829 RANCHLANDS BOULEVARD NW,51.12341,-114.19707
239,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G2A7,72,2021/07/27,INCIDENT REPORT,,,,1829 RANCHLANDS BOULEVARD NW,51.12341,-114.19707
240,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,CALGARY,T1Y2K1,94,2020/07/29,INSPECTION,,,,3803 RUNDLEHORN DRIVE NE,51.07134,-113.97969
241,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,CALGARY,T1Y2K1,94,2020/07/24,INCIDENT REPORT,,,,3803 RUNDLEHORN DRIVE NE,51.07134,-113.97969
242,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,CALGARY,T1Y2K1,94,2020/10/21,RENEWAL LICENCE INSPECTION,,,,3803 RUNDLEHORN DRIVE NE,51.07134,-113.97969
243,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,CALGARY,T1Y2K1,94,2021/11/01,INCIDENT REPORT,,,,3803 RUNDLEHORN DRIVE NE,51.07134,-113.97969
244,BRIGHTPATH SOUTHWOOD,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W1G5,80,2020/10/02,INSPECTION,,,,10807 ELBOW DRIVE SW,50.95679,-114.08492
245,BRIGHTPATH SOUTHWOOD EAST,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W1S5,80,2020/10/28,INSPECTION,,,,10620 SACRAMENTO DRIVE SW,50.95763,-114.07776
246,BRIGHTPATH WHITEHORN,DAY CARE PROGRAM,CALGARY,T1Y5C4,80,2020/07/24,INSPECTION,,,,3704 WHITEHORN DRIVE NE,51.08507,-113.98101
247,BRIGHTPATH WOODLANDS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W5V8,94,2021/05/03,INSPECTION,,,,5 WOODSTOCK ROAD SW,50.94484,-114.10958
248,BRITANNIA MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2V1V4,58,2020/10/27,INSPECTION,,,,3 WINDSOR CRESCENT SW,51.00771,-114.08178
249,CALGARY ABORIGINAL HEAD START,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6W2,20,2021/11/18,INSPECTION,,,,320 ABERGALE DRIVE NE,51.05673,-113.92941
250,CALGARY ARTS ACADEMY STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2T0M2,90,2020/09/02,INSPECTION,,,,2036 20 AVENUE SW,51.0359,-114.10727
251,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2020/11/05,INSPECTION,,ORDER TO REMEDY,2020/11/10,201-830 1 AVENUE NE,51.05337,-114.04352
252,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2021/05/13,INSPECTION,,,,830 1 AVENUE NE,51.05337,-114.04352
253,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2020/11/10,FOLLOW UP TO ENFORCEMENT ACTION,,,,201-830 1 AVENUE NE,51.05337,-114.04352
254,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2020/11/18,INSPECTION,,,,201-830 1 AVENUE NE,51.05337,-114.04352
255,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2020/11/10,FOLLOW UP TO ENFORCEMENT ACTION,,,,201 830 1 AVENUE NE,51.05337,-114.04352
256,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E0C3,61,2020/11/18,INSPECTION,,,,201 830 1 AVENUE NE,51.05337,-114.04352
257,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y6G3,65,2021/12/20,INSPECTION,,ORDER TO REMEDY,2021/12/22,167 TEMPLEGREEN ROAD NE,51.08745,-113.94443
258,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y6G3,65,2020/11/02,INSPECTION,,,,167 TEMPLEGREEN ROAD NE,51.08745,-113.94443
259,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y6G3,65,2021/12/22,FOLLOW UP TO ENFORCEMENT ACTION,,,,167 TEMPLEGREEN ROAD NE,51.08745,-113.94443
