,Program Name,Type of Program,Program City,Postal Code,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date,Program_Address,latitude,longitude
21822,KIDS' STOP CHILDREN'S CENTRE -  AUBURN BAY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3M2G5,19,2020/03/02,COMPLAINT INVESTIGATION,,,,100 100 AUBURN MEADOWS DRIVE SE,50.8941,-113.94502
21823,THE BLOSSOMS OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6J9,15,2019/11/29,INSPECTION,,,,112 28 STREET SE,51.0518,-113.99314
21824,RVS KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3B2E7,66,2016/03/08,RENEWAL LICENCE INSPECTION,,,,3127 BOWWOOD DRIVE NW,51.08008,-114.17407
21825,A2Z KIDZ ED. (2),OUT OF SCHOOL CARE PROGRAM,CALGARY,T2H1N3,42,2016/12/21,INSPECTION,,,,416 83 AVENUE SE,50.9782,-114.05809
21826,TINY TOTS DAYCARE & PRESCHOOL INC.,PRE-SCHOOL PROGRAM,CALGARY,T1Y5L3,24,2017/01/10,FOLLOW UP TO ENFORCEMENT ACTION,,,,2748 37 AVENUE NE,51.08676,-113.99529
21827,SUNNYSIDE PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2N1S2,35,2019/03/20,INSPECTION,,,,211 7 STREET NW,51.05671,-114.07931
21828,LA SOCIETE POMMES DE REINETTE DAYCARE NE,DAY CARE PROGRAM,CALGARY,T3J3G4,19,2017/11/10,FOLLOW UP TO ENFORCEMENT ACTION,,,,199 MARTINDALE BOULEVARD NE,51.1142,-113.95768
21829,LITTLE TREASURES INC.,DAY CARE PROGRAM,CALGARY,T2P0M9,90,2016/03/23,INSPECTION,,,,639 5 AVENUE SW,51.04863,-114.07555
21830,KINDERHAUS MONTESSORI PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2Y5G7,34,2019/03/20,INSPECTION,20(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2019/05/08,150 MILLRISE BOULEVARD SW,50.91453,-114.07347
21831,HAWKWOOD CHILDCARE CENTRE LIMITED,DAY CARE PROGRAM,CALGARY,T3G3K2,30,2019/05/14,RENEWAL LICENCE INSPECTION,3(1)(b) - Child Discipline - reasonable in the circumstances,ORDER TO REMEDY,2019/05/23,555 HAWKWOOD BOULEVARD NORTHWEST,51.12991,-114.1777
21832,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,DAY CARE PROGRAM,CALGARY,T2M2Z8,40,2016/12/08,FOLLOW UP TO ENFORCEMENT ACTION,,,,2411 4 STREET NW,51.07361,-114.07174
21833,BRENTWOOD CHILDCARE CENTER,DAY CARE PROGRAM,CALGARY,T2L2J9,84,2019/11/07,INSPECTION,10(3)(a) - Medication - all medication stored in locked container,ORDER TO REMEDY,2019/11/21,UNIT 130- 3830 BRENTWOOD ROAD NW,51.08666,-114.12956
21834,APPLE TREE PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2Y4S6,40,2016/05/25,INSPECTION,,,,#352 2335 162 AVENUE SW,50.90651,-114.11211
21835,SUN VALLEY KIDS MONTESSORI MISSION,DAY CARE PROGRAM,CALGARY,T2S3C3,127,2018/04/10,INSPECTION,10(1)(c) - Medication - administered according to labelled directions,ORDER TO REMEDY,2018/04/17,2210 2 STREET SW,51.03239,-114.06872
21836,BRIGHT ADVENTURES DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K5P4,25,2016/07/12,CONSULTATION,,,,30 COUNTRY HILLS LANDING NW,51.14207,-114.0721
21837,BRITANNIA MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2V1V4,14,2016/11/30,FOLLOW UP TO ENFORCEMENT ACTION,,,,3 WINDSOR CRESCENT SW,51.00771,-114.08178
21838,BRIGHTPATH WHITEHORN,FACILITY-BASED PROGRAM,CALGARY,T1Y5C4,80,2019/10/10,CRITICAL INCIDENT REPORT,,,,3704 WHITEHORN DRIVE NE,51.08507,-113.98101
21839,DALHOUSIE OUT OF SCHOOL CARE WEST DALHOUSIE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3A2C8,45,2015/08/31,REGULAR INSPECTION,,,,6502 58 STREET NW,51.11177,-114.16961
21840,JUST FOR YOU DAY CARE 2004 LTD.,DAY CARE PROGRAM,CALGARY,T2K6H3,79,2019/07/11,RENEWAL LICENCE INSPECTION,23(1)(b)(i) - Administration Records - daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,2019/07/17,3 HUNTERHORN GATE NE,51.11587,-114.0525
21841,FOOTHILLS LUTHERAN CHRISTIAN PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2L2A3,24,2016/11/29,INSPECTION,18(1)(a) - Administration Records- particulars of daily attendance of each child,ORDER TO REMEDY,2016/12/13,3104 34 AVENUE NW,51.08309,-114.12806
21842,THUMBELINA NURSERY SCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2T0Z1,24,2014/12/16,REGULAR INSPECTION,,,,845 HILLCREST AVENUE SW,51.03115,-114.08172
21843,THE BLOSSOMS DAYCARE PROGRAM,DAY CARE PROGRAM,CALGARY,T2A6J9,43,2019/03/06,COMPLAINT INVESTIGATION,7(2) - Incident Reporting - report each incident to director in manner required by director,ORDER TO REMEDY,2019/03/14,112 28 STREET SE,51.0518,-113.99314
21844,HOLY ANGELS CHILD CARE CENTRE,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T3R0S6,10,2016/09/09,INITIAL LICENCE INSPECTION,,,,421 NOLAN HILL BOULEVARD NW,51.17298,-114.16915
21845,SMART KIDS DAYCARE,DAY CARE PROGRAM,CALGARY,T2A0W2,48,2016/02/09,INSPECTION,17(c) - Diapering - Ensure that proper hand washing procedures are followed when diapering,ORDER TO REMEDY,2016/02/12,5315 17 AVENUE SE,51.03764,-113.95693
21846,CALGARY CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2E0C3,50,2017/11/03,INSPECTION,29(2)(b) - Primary Staff Members - child development assistant cannot have unsupervised access to children until certified,ORDER TO REMEDY,2017/11/08,201-830 1 AVENUE NE,51.05337,-114.04352
21847,JOSO'S PLAY AND LEARN CENTRE - WEST SPRINGS,DAY CARE PROGRAM,CALGARY,T3H4C7,40,2018/03/26,FOLLOW UP TO ENFORCEMENT ACTION,,,,#505 722 85 STREET SW,51.06557,-114.2107
21848,KIDS U NEW BRIGHTON,FACILITY-BASED PROGRAM,CALGARY,T2Z0W1,168,2019/11/07,INCIDENT REPORT,6(a) - Accident or illness - child's parent is notified of incident,ORDER TO REMEDY,2019/11/13,1035 NEW BRIGHTON DRIVE SE,50.92192,-113.93698
21849,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD.#3,DAY CARE PROGRAM,CALGARY,T2Z3V8,100,2019/08/13,CRITICAL INCIDENT REPORT,3(1)(b) - Child Discipline - reasonable in the circumstances,ORDER TO REMEDY,2019/08/15,4307 130 AVENUE SE,50.93156,-113.97155
21850,LITTLE STARS LTD.,DAY CARE PROGRAM,CALGARY,T3B5W5,40,2019/03/25,FOLLOW UP TO ENFORCEMENT ACTION,,,,12400 CRESTMONT BOULEVARD SW,51.08733,-114.26169
21851,WOODBINE DAY CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W3V9,17,2016/01/08,INSPECTION,20(1)(b)(ii) - Administration Records - daily attendance of  primary staff member includes hours spent providing child care,ORDER TO REMEDY,2016/01/13,308 WOODFIELD ROAD SW,50.93619,-114.12469
21852,TINY TOTS DAYCARE & PRESCHOOL INC.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y5L3,30,2018/05/02,FOLLOW UP TO ENFORCEMENT ACTION,,,,2748 37 AVENUE NE,51.08676,-113.99529
21853,LYNNWOOD LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2C1Y1,40,2014/10/08,FOLLOW UP TO ENFORCEMENT ACTION,,,,1A 7005 18 STREET SE,50.99072,-114.01569
21854,KIDS & COMPANY - BOW TRAIL,DAY CARE PROGRAM,CALGARY,T3C2E8,116,2018/12/19,INSPECTION,,,,4033 BOW TRAIL SW,51.04595,-114.14422
21855,BRIGHTPATH WOODLANDS,DAY CARE PROGRAM,CALGARY,T2W5V8,64,2015/04/17,REGULAR INSPECTION,,,,5 WOODSTOCK ROAD SW,50.94484,-114.10958
21856,AKIDEMY EARLY LEARNING AND CARE,PRE-SCHOOL PROGRAM,CALGARY,T3H5P2,24,2016/12/02,VARIANCE REQUEST,,,,8 WESTON DRIVE SW,51.06341,-114.19455
21857,HEARTLAND AGENCY - MONTEREY PARK,DAY CARE PROGRAM,CALGARY,T1Y6L6,80,2015/12/03,INSPECTION,,,,6908 26 AVENUE NE,51.07627,-113.93466
21858,CALGARY CHILD'S PLAY BEFORE & AFTER SCHOOL CARE @ ST. MARGARET SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L0K7,65,2016/12/19,COMPLAINT INVESTIGATION,,,,3320 CAROL DRIVE NW,51.08196,-114.09807
21859,SOUTH CALGARY MONTESSORI CHILD CARE LTD.,DAY CARE PROGRAM,CALGARY,T2C3G5,91,2015/06/19,INSPECTION,10(1)(b) - Medication - medication in original labelled container,ORDER TO REMEDY,2015/07/06,105 4720 106 AVENUE SE,50.95807,-113.96793
21860,UNIVERSITY CHILD CARE CENTRE - WEST CAMPUS,DAY CARE PROGRAM,CALGARY,T2N1N4,109,2018/05/22,INSPECTION,,,,WEST CAMPUS,51.07455,-114.14254
21861,SUN VALLEY KIDS CHILD DEVELOPMENT CENTRE INC. (OUT-OF-SCHOOL PROGRAM),OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J4G4,37,2016/09/12,RENEWAL LICENCE INSPECTION,3(1)(b) - Child Discipline - reasonable in the circumstances,ORDER TO REMEDY,2016/09/15,539 QUEENSLAND DRIVE SE,50.93964,-114.02509
21862,KIDS & COMPANY GULF CANADA SQUARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2P3C5,30,2019/10/02,INITIAL LICENCE INSPECTION,,,,401 9 AVENUE SW,51.04468,-114.07078
21863,DOUGLASDALE - A STEP AHEAD CHILD DEVELOPMENT SERVICES LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Z4A3,38,2017/05/31,INSPECTION,,,,400 DOUGLAS PARK BOULEVARD SE,50.93493,-113.98338
21864,LA SOCIETE POMMES DE REINETTE DAYCARE NE,PRE-SCHOOL PROGRAM,CALGARY,T3J3G4,24,2017/11/10,FOLLOW UP TO ENFORCEMENT ACTION,,,,2 199 MARTINDALE BOULEVARD NE,51.1142,-113.95768
21865,KINGS KIDS OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T1Y5X3,88,2020/01/17,INSPECTION,,,,2640 RUNDLELAWN ROAD NE,51.07601,-113.97391
21866,MONTEREY PARK CHILDCARE PROGRAMS,PRE-SCHOOL PROGRAM,CALGARY,T1Y6L7,24,2018/06/19,INSPECTION,,,,2707 CATALINA BOULEVARD NE,51.0763,-113.93122
21867,KIDS' STOP CHILDREN'S CENTRE -  AUBURN BAY,DAY CARE PROGRAM,CALGARY,T3M2G5,84,2020/03/02,COMPLAINT INVESTIGATION,"13(b)(i) - Nutrition - quantity, times and accordance with the needs of children",ORDER TO REMEDY,2020/03/10,100 100 AUBURN MEADOWS DRIVE SE,50.8941,-113.94502
21868,SUNVALLEY INFANT CARE,FACILITY-BASED PROGRAM,CALGARY,T2J4G4,24,2019/11/05,INSPECTION,30(2) - Staff Qualifications - One in every three of the primary staff is certified at a minimum as a child development worker,ORDER TO REMEDY,2019/11/06,539 QUEENSLAND DRIVE SE,50.93964,-114.02509
21869,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,DAY CARE PROGRAM,CALGARY,T3K4L2,34,2019/11/22,INSPECTION,,,,66 SANDARAC DRIVE NW,51.13363,-114.09943
21870,THORNHILL CHILD CARE - BUFFALO RUBBING STONE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K0X2,75,2018/05/10,INSPECTION,,,,1308 PANATELLA BOULEVARD NW,51.16891,-114.08693
21871,CREATIVE KIDS ACADEMY,DAY CARE PROGRAM,CALGARY,T1Y5V8,80,2020/02/21,INSPECTION,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,3708 44TH AVENUE NE,51.09133,-113.98111
21872,ABBEYDALE COMMUNITY ASSOCIATION SCHOOL AGE CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6N7,31,2018/10/26,INSPECTION,,,,821 ABBEYDALE DRIVE NE,51.05975,-113.93233
21873,CROSS CULTURAL CHILDREN'S CENTRE,DAY CARE PROGRAM,CALGARY,T2R0G5,81,2016/08/26,CONSULTATION,,,,1111 11 AVENUE SW,51.04293,-114.08702
21874,CASTLE MOUNTAIN CHILD DEVELOPMENT CENTRE LTD,DAY CARE PROGRAM,CALGARY,T3J1P2,66,2017/07/06,COMPLAINT INVESTIGATION,,,,15 CASTLEGLEN ROAD NE,51.10658,-113.95126
21875,MONTEREY PARK CHILDCARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y6L7,65,2014/10/21,INSPECTION,,,,2707 CATALINA BOULEVARD NE,51.0763,-113.93122
21876,SEEDLINGS SPANISH PRESCHOOL LTD.,PRE-SCHOOL PROGRAM,CALGARY,T3H2A4,24,2014/09/26,INSPECTION,,,,277 STRATHCONA DRIVE SW,51.04733,-114.18042
21877,ZEBRA CROSSING ACADEMY,DAY CARE PROGRAM,CALGARY,T3K0S6,73,2019/10/28,FOLLOW UP TO ENFORCEMENT ACTION,,,,1110 PANATELLA BOULEVARD NW,51.16831,-114.08999
21878,PLAY'N LEARN CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6E3,35,2017/01/16,FOLLOW UP TO ENFORCEMENT ACTION,,,,104 39 STREET SE,51.05209,-113.97675
21879,HAPPY TIME CHILD CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2W4M2,20,2018/11/19,VARIANCE REQUEST,,,,11263 OAKFIELD DRIVE SW,50.95391,-114.1283
21880,SOUTH CALGARY MONTESSORI CHILD CARE LTD.,DAY CARE PROGRAM,CALGARY,T2C3G5,91,2018/07/26,COMPLAINT INVESTIGATION,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,ORDER TO REMEDY,2018/08/07,105 4720 106 AVENUE SE,50.95807,-113.96793
21881,EDGEMONT CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3A4E7,15,2019/10/22,INSPECTION,22(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2019/12/05,8 EDGEPARK RISE NW,51.13258,-114.15779
21882,INGLEWOOD CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,CALGARY,T2G0S4,64,2015/05/07,INSPECTION,,,,922 9 AVENUE SE,51.04352,-114.04
21883,ALEXANDRA PLAY SCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2G0S4,36,2015/03/30,REGULAR INSPECTION,,,,922 9 AVENUE SE,51.04352,-114.04
21884,SUNVALLEY KIDS MONTESSORI ACADIA,FACILITY-BASED PROGRAM,CALGARY,T2J0A9,64,2020/03/09,INSPECTION,,,,430 ACADIA DRIVE SE,50.96982,-114.04864
21885,BRIGHTPATH HIGHLAND PARK,DAY CARE PROGRAM,CALGARY,T2K0X8,75,2018/09/12,INCIDENT REPORT,2(1) - Day Care Program - program in keeping with needs of children,ORDER TO REMEDY,2018/09/27,4311 1A STREET NW,51.09105,-114.06598
21886,MMEC CHILD CARE PROGRAMS,FACILITY-BASED PROGRAM,CALGARY,T2N1K6,136,2020/03/31,CONSULTATION,,,,2634 12 AVENUE NW,51.06224,-114.12346
21887,ESG CHILD LEARNING CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E8E8,48,2014/11/21,FOLLOW UP TO ENFORCEMENT ACTION,,,,2100 19 STREET NE,51.0706,-114.01323
21888,CHILD'S PLAY OUT OF SCHOOL CARE @ ST BENEDICT,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2V1R2,45,2018/09/20,INSPECTION,,,,10340 19 STREET SW,50.96197,-114.10616
21889,KIDS & COMPANY - BOW TRAIL,DAY CARE PROGRAM,CALGARY,T3C2E8,106,2019/11/22,INSPECTION,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,4033 BOW TRAIL SW,51.04595,-114.14422
21890,ESG CHILD LEARNING CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E8E8,28,2017/10/23,INSPECTION,6(1)(a) - Notice of Changes- comply with plan,ORDER TO REMEDY,2017/10/31,2100 19 STREET NE,51.0706,-114.01323
21891,GOOD START DAYCARE,PRE-SCHOOL PROGRAM,CALGARY,T2P1A5,12,2020/09/29,RENEWAL LICENCE INSPECTION,,,,909 7 AVENUE SW,51.04691,-114.08182
21892,CHILDREN'S CHOICE COMMUNITY CHILD CARE SERVICES,FAMILY DAY HOME,CALGARY,T2B2L9,360,2019/01/23,Provider Review,,,,52 DOVERCREST WAY SE,51.01716,-113.99215
21893,KIDS & COMPANY - LONDON HOUSE,DAY CARE PROGRAM,CALGARY,T2P0J8,111,2014/05/05,COMPLAINT INVESTIGATION,2(1) - Day Care Program - program in keeping with needs of children,ORDER TO REMEDY,2014/05/09,505 4 AVENUE SW,51.04948,-114.07203
21894,KIDS & COMPANY - ROYAL OAK,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3R0R5,15,2018/07/13,COMPLAINT INVESTIGATION,,,,UNIT 7243-8650 112 AVENUE NW,51.15146,-114.21073
21895,WHITEFIELD DAYCARE AND AFTER SCHOOL,DAY CARE PROGRAM,CALGARY,T1Y5H6,56,2014/04/25,REGULAR INSPECTION,,,,3644 39 STREET NE,51.08723,-113.97727
21896,SHERPA KIDS CANADA  AT ST BENEDICT,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2V1R2,45,2016/03/08,INSPECTION,,,,10340 19 STREET SW,50.96197,-114.10616
21897,FOOTHILLS ALLIANCE PRESCHOOL SOCIETY,PRE-SCHOOL PROGRAM,CALGARY,T3A4K4,48,2015/11/09,RENEWAL LICENCE INSPECTION,,,,333 EDGEPARK BOULEVARD NW,51.13658,-114.15728
21898,MI CASA MONTESSORI LTD.,PRE-SCHOOL PROGRAM,CALGARY,T3E5S8,44,2018/04/11,INSPECTION,,,,5940 LAKEVIEW DRIVE SW,51.00108,-114.13335
21899,CLEVER DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T3E8A7,147,2017/05/11,FOLLOW UP TO ENFORCEMENT ACTION,10(1)(c) - Medication - administered according to labelled directions,ORDER TO REMEDY,2017/05/15,3131 45 AVENUE SW,51.01401,-114.1409
21900,SHINING WONDERS MONTESSORI PRESCHOOL & CHILD CARE,DAY CARE PROGRAM,CALGARY,T3L2E9,30,2016/05/05,FOLLOW UP TO ENFORCEMENT ACTION,,,,7 TUSCARORA CRESCENT NW,51.12756,-114.23836
21901,HONEY BEAR OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6V3,24,2017/07/25,FOLLOW UP TO ENFORCEMENT ACTION,,,,146 6800 MEMORIAL DRIVE NE,51.05259,-113.9362
21902,LA SOCIETE POMMES DE REINETTE DAYCARE SW,DAY CARE PROGRAM,CALGARY,T3E6L1,63,2016/02/25,RENEWAL LICENCE INSPECTION,23(1)(a) - Administration Records- particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,2016/03/01,110 4800 RICHARD ROAD SW,51.01154,-114.1233
21903,KIDS U CENTENNIAL,DAY CARE PROGRAM,CALGARY,T2P0R6,156,2020/03/30,CONSULTATION,,,,555 2 AVENUE SW,51.05138,-114.07256
21904,BRIGHTPATH BOWNESS,DAY CARE PROGRAM,CALGARY,T3B2L6,71,2020/03/26,CONSULTATION,,,,3711 73 STREET NW,51.08603,-114.19367
21905,SUN PILLARS PRESCHOOL ACADEMY INC. BEFORE AND AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3J0P6,20,2016/10/27,VARIANCE REQUEST,,,,7171 80 AVENUE NE,51.12505,-113.93248
21906,MAPLE ROOTS OOSC WEST SPRINGS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H0P7,60,2019/12/03,INCIDENT REPORT,2(1) - Out of School Care Program - program in keeping with needs of children,ORDER TO REMEDY,,8999 WENTWORTH AVENUE SW,51.05882,-114.21676
21907,SUNSHINE DAYCARE,DAY CARE PROGRAM,CALGARY,T3C2N5,35,2016/04/12,INSPECTION,24(a) - Portable Record- for child as per Section 22,ORDER TO REMEDY,2016/04/18,8 ROSSBURN CRESCENT SW,51.04695,-114.15107
21908,KALEIDOSCOPE KIDS PRESCHOOL - EDGEMONT,PRE-SCHOOL PROGRAM,CALGARY,T3A4X1,20,2016/02/02,INSPECTION,,,,33 EDGEVALLEY CIRCLE NW,51.12943,-114.14548
21909,ADVENTURES CHILD CARE 6,FACILITY-BASED PROGRAM,CALGARY,T2E8M3,70,2020/01/08,FOLLOW UP TO ENFORCEMENT ACTION,,,,950 6 STREET NE,51.06016,-114.04817
21910,TOPP KIDS CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J3Y9,60,2014/09/30,CONSULTATION,,,,253 PARKLAND WAY SE,50.92465,-114.03281
21911,BRIGHTPATH DEER RIDGE,DAY CARE PROGRAM,CALGARY,T2J6G9,93,2015/03/12,COMPLAINT INVESTIGATION,2(1) - Day Care Program - program in keeping with needs of children,ORDER TO REMEDY,2015/03/19,116 DEERVIEW DRIVE  SE,50.93153,-114.0228
21912,KIDS U MCKNIGHT,DAY CARE PROGRAM,CALGARY,T2K5X4,209,2018/08/01,INCIDENT REPORT,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,ORDER TO REMEDY,2018/08/10,5220 4 STREET NE,51.09818,-114.05355
21913,THE HEARTLAND AGENCY- EVENSTART,DAY CARE PROGRAM,CALGARY,T3E7K9,36,2014/04/25,REGULAR INSPECTION,,,,2452 BATTLEFORD AVENUE SW,51.06224,-114.12346
21914,MAYLAND HEIGHTS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E4Y6,14,2018/11/19,RENEWAL LICENCE INSPECTION,,,,1416  21 STREET NE,51.06442,-114.01031
21915,A2Z KIDZ ED.,DAY CARE PROGRAM,CALGARY,T2H0Y2,30,2014/11/28,INSPECTION,23(1)(a) - Administration Records- particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,2014/12/02,8003 FAIRMOUNT DRIVE SE,50.98375,-114.06068
21916,HUNTINGTON HILLS COMMUNITY ASSOCIATION CHILD CARE PROGRAM,PRE-SCHOOL PROGRAM,CALGARY,T2K0S2,24,2019/03/08,INCIDENT REPORT,,,,520 78 AVENUE NW,51.12269,-114.07359
21917,KIDS & COMPANY - BOW TRAIL,FACILITY-BASED PROGRAM,CALGARY,T3C2E8,128,2019/11/14,INSPECTION,23(1)(b)(ii) - Administration Records- daily attendance of primary staff member includes hours spent providing child care,ORDER TO REMEDY,2019/11/22,4033 BOW TRAIL SW,51.04595,-114.14422
21918,DOVER DAY CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2B2M9,25,2017/12/12,INCIDENT REPORT,,,,3525 26 AVENUE SE,51.03039,-113.98403
21919,KALEIDOSCOPE KIDS PRESCHOOL - NOLAN,PRE-SCHOOL PROGRAM,CALGARY,T3R0P4,48,2017/02/02,INSPECTION,,,,8 NOLAN HILL BOULEVARD  NW,51.17214,-114.1576
21920,CLEVER DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T3E3C9,33,2015/11/12,COMPLAINT INVESTIGATION,,,,4604 37 STREET SW,51.01401,-114.1409
21921,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,21,2020/06/17,FOLLOW UP TO ENFORCEMENT ACTION,,,,116 DEERVIEW DRIVE SE,50.93153,-114.0228
21922,FUNFLEX PLAYCARE HOURLY DROP-IN CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Z3V8,44,2015/09/16,FOLLOW UP TO ENFORCEMENT ACTION,,,,4307 130 AVENUE SE,50.93156,-113.97155
21923,TOPP KIDS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K3S9,60,2015/06/25,REGULAR INSPECTION,,,,12350 COVENTRY HILLS WAY NE,51.16492,-114.05012
21924,GOOD START DAYCARE,DAY CARE PROGRAM,CALGARY,T2P1A5,48,2016/11/25,VARIANCE REQUEST,,,,909 7 AVENUE SW,51.04691,-114.08182
21925,CANCARE CHILDREN'S CENTRE II,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G5X4,56,2014/07/21,FOLLOW UP TO ENFORCEMENT ACTION,,,,30 ARBOUR LAKE WAY NW,51.13794,-114.18606
21926,ABC PROGRAM,PRE-SCHOOL PROGRAM,CALGARY,T2Y4W2,40,2018/01/30,CONSULTATION,,,,16520 24 STREET SW,50.90406,-114.11687
21927,LA SOCIETE POMMES DE REINETTE DAYCARE NE,DAY CARE PROGRAM,CALGARY,T3J3G4,19,2015/07/30,FOLLOW UP TO ENFORCEMENT ACTION,,,,199 MARTINDALE BOULEVARD NE,51.1142,-113.95768
21928,LYNNWOOD LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2C1Y1,40,2015/05/15,INSPECTION,,,,1A 7005 18 STREET SE,50.99072,-114.01569
21929,SANDSTONE CHILD LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K2X2,22,2018/11/15,RENEWAL LICENCE INSPECTION,,,,3 SANDSTONE DRIVE NW,51.13362,-114.08949
21930,CHRIST CHURCH EARLY CHILDHOOD CENTRE,PRE-SCHOOL PROGRAM,CALGARY,T2T3A7,20,2014/11/27,REGULAR INSPECTION,,,,3602 8 STREET SW,51.02268,-114.08344
21931,WOODBINE DAY CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W3V9,10,2017/01/10,INSPECTION,2(1) - Out of School Care Program - program in keeping with needs of children,ORDER TO REMEDY,2017/01/12,308 WOODFIELD ROAD SW,50.93619,-114.12469
21932,SUNVALLEY KIDS MONTESSORI QUEENSLAND,FACILITY-BASED PROGRAM,CALGARY,T2J6E6,36,2019/11/15,COMPLAINT INVESTIGATION,30(2) - Staff Qualifications - One in every three of the primary staff is certified at a minimum as a child development worker,ORDER TO REMEDY,2019/11/26,950 QUEENSLAND DRIVE SE,50.93275,-114.0176
21933,MID-SUN COMMUNITY CHILD CARE MIDNAPORE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X1L7,60,2014/06/12,REGULAR INSPECTION,,,,55 MIDPARK RISE SE,50.91548,-114.05617
21934,SUNVALLEY KIDS ACADEMY & MONTESSORI DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T2S3C3,127,2016/09/19,CONSULTATION,,,,2210 2 STREET SW,51.03239,-114.06872
21935,HAPPY TIME CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W4M2,50,2018/03/08,INSPECTION,,,,11263 OAKFIELD DRIVE SW,50.95391,-114.1283
